,07-12-21-11-02-04_fitted_on_100_EPOCHS,real,07-12-21-13-05-13_fitted_on_100_EPOCHS,07-12-21-15-32-10_fitted_on_100_EPOCHS,07-12-21-18-20-59_fitted_on_100_EPOCHS,07-12-21-20-59-27_fitted_on_100_EPOCHS,07-12-21-11-02-04_fitted_on_100_EPOCHS_weight,07-12-21-13-05-13_fitted_on_100_EPOCHS_weight,07-12-21-15-32-10_fitted_on_100_EPOCHS_weight,07-12-21-18-20-59_fitted_on_100_EPOCHS_weight,07-12-21-20-59-27_fitted_on_100_EPOCHS_weight
49251,1,1,1,1,0,1,,,,,
49252,1,1,1,1,0,1,,,,,
49253,1,1,1,1,0,1,,,,,
49254,1,1,1,1,0,1,,,,,
49255,1,1,1,1,0,1,,,,,
49256,1,1,1,1,0,1,,,,,
49257,1,1,1,1,0,1,,,,,
49258,1,1,1,1,0,1,,,,,
49259,0,1,1,1,0,1,,,,,
49260,1,1,1,1,0,1,,,,,
49261,0,1,1,1,0,1,,,,,
49262,0,1,1,1,0,1,,,,,
49263,0,1,1,1,0,1,,,,,
49264,0,1,1,1,0,1,,,,,
49265,0,1,1,1,0,1,,,,,
49266,0,1,1,1,0,1,,,,,
49267,0,1,1,1,0,1,,,,,
49268,0,1,0,1,0,1,,,,,
49269,0,1,0,1,0,0,,,,,
49270,0,1,0,1,0,0,,,,,
49271,0,1,0,1,0,0,,,,,
49272,0,1,0,1,0,0,,,,,
49273,0,1,0,1,0,0,,,,,
49274,2,1,0,1,0,0,,,,,
49275,0,1,0,1,0,1,,,,,
49276,0,1,0,1,0,1,,,,,
49277,0,0,0,1,0,1,,,,,
49278,2,0,0,1,0,1,,,,,
49279,0,1,1,1,0,1,,,,,
49280,0,1,1,1,0,1,,,,,
49281,0,1,1,1,0,1,,,,,
49282,0,1,1,1,0,1,,,,,
49283,0,1,1,1,0,1,,,,,
49284,0,1,1,1,0,1,,,,,
49285,0,0,0,1,0,1,,,,,
49286,0,0,0,1,0,0,,,,,
49287,0,0,0,1,0,0,,,,,
49288,0,0,0,1,0,0,,,,,
49289,0,0,0,1,0,0,,,,,
49290,0,0,0,1,0,0,,,,,
49291,0,0,0,1,0,0,,,,,
49292,0,0,2,1,0,1,,,,,
49293,0,0,2,0,0,1,,,,,
49294,0,0,2,0,0,1,,,,,
49295,0,0,0,0,0,1,,,,,
49296,0,0,0,0,0,1,,,,,
49297,0,0,0,1,0,1,,,,,
49298,0,1,0,0,0,1,,,,,
49299,0,1,2,0,0,1,,,,,
49300,0,1,2,0,0,1,,,,,
49301,1,1,2,0,0,1,,,,,
49302,1,1,2,0,0,1,,,,,
49303,0,1,2,0,0,1,,,,,
49304,1,1,2,0,0,1,,,,,
49305,1,1,2,0,0,1,,,,,
49306,1,1,2,0,0,1,,,,,
49307,1,1,2,0,0,1,,,,,
49308,0,1,2,0,0,0,,,,,
49309,0,1,2,0,0,0,,,,,
49310,0,1,1,0,0,0,,,,,
49311,0,1,1,0,0,0,,,,,
49312,0,1,1,0,0,0,,,,,
49313,0,1,1,0,0,0,,,,,
49314,0,1,1,0,0,0,,,,,
49315,2,1,1,0,0,0,,,,,
49316,0,1,1,1,0,0,,,,,
49317,2,1,1,1,0,0,,,,,
49318,2,1,0,1,0,0,,,,,
49319,2,1,0,1,0,0,,,,,
49320,0,1,0,1,0,0,,,,,
49321,0,1,0,0,0,0,,,,,
49322,0,1,0,0,0,0,,,,,
49323,0,1,0,0,0,0,,,,,
49324,0,0,0,0,0,0,,,,,
49325,0,0,0,0,0,0,,,,,
49326,0,0,0,0,0,0,,,,,
49327,0,0,0,0,0,0,,,,,
49328,0,0,0,0,0,0,,,,,
49329,0,0,0,0,0,0,,,,,
49330,0,0,0,0,0,0,,,,,
49331,0,0,0,0,0,0,,,,,
49332,0,0,2,0,0,0,,,,,
49333,0,0,0,0,0,0,,,,,
49334,2,1,2,0,0,0,,,,,
49335,2,2,2,0,0,0,,,,,
49336,2,1,2,0,0,0,,,,,
49337,2,2,2,0,0,0,,,,,
49338,0,2,2,0,0,2,,,,,
49339,2,2,2,0,0,2,,,,,
49340,2,2,2,0,0,2,,,,,
49341,0,2,0,0,0,2,,,,,
49342,0,2,0,2,0,2,,,,,
49343,1,2,0,2,0,2,,,,,
49344,1,2,0,2,0,2,,,,,
49345,1,2,0,2,0,1,,,,,
49346,1,0,0,1,0,1,,,,,
49347,1,0,0,1,0,1,,,,,
49348,1,0,0,1,0,1,,,,,
49349,1,2,1,1,0,1,,,,,
49350,1,2,1,2,0,1,,,,,
49351,1,2,0,2,0,1,,,,,
49352,0,2,0,1,0,1,,,,,
49353,0,2,0,1,0,1,,,,,
49354,0,2,0,0,0,0,,,,,
49355,0,2,0,1,0,0,,,,,
49356,0,2,0,2,0,0,,,,,
49357,0,0,0,2,0,0,,,,,
49358,0,0,0,2,0,0,,,,,
49359,0,0,0,2,0,0,,,,,
49360,0,0,0,2,0,0,,,,,
49361,0,0,0,2,0,0,,,,,
49362,0,0,0,2,0,0,,,,,
49363,0,0,0,2,0,0,,,,,
49364,2,0,0,2,0,0,,,,,
49365,0,1,0,2,0,2,,,,,
49366,0,1,0,1,0,2,,,,,
49367,2,1,0,2,0,2,,,,,
49368,0,1,0,2,0,2,,,,,
49369,1,1,0,2,0,2,,,,,
49370,0,1,0,2,0,2,,,,,
49371,1,1,2,1,0,2,,,,,
49372,1,1,2,1,0,2,,,,,
49373,1,1,2,1,0,2,,,,,
49374,1,1,2,1,0,2,,,,,
49375,1,1,0,1,0,2,,,,,
49376,1,1,1,1,0,1,,,,,
49377,1,1,1,1,0,1,,,,,
49378,1,1,1,1,0,1,,,,,
49379,1,1,1,1,0,1,,,,,
49380,1,1,1,1,0,1,,,,,
49381,0,1,0,1,0,1,,,,,
49382,0,1,0,0,0,1,,,,,
49383,0,1,0,0,0,0,,,,,
49384,0,1,0,0,0,0,,,,,
49385,0,1,0,0,0,0,,,,,
49386,1,1,0,0,0,0,,,,,
49387,1,1,1,0,0,0,,,,,
49388,0,1,1,0,0,0,,,,,
49389,0,1,2,0,0,0,,,,,
49390,0,2,2,0,0,0,,,,,
49391,0,2,2,0,0,0,,,,,
49392,0,2,2,0,0,2,,,,,
49393,0,2,2,0,0,2,,,,,
49394,0,2,2,0,0,2,,,,,
49395,2,2,2,0,0,2,,,,,
49396,2,2,2,0,0,2,,,,,
49397,2,2,2,0,0,2,,,,,
49398,2,2,2,0,0,2,,,,,
49399,2,2,2,0,0,2,,,,,
49400,2,2,2,0,0,2,,,,,
49401,0,2,0,0,0,0,,,,,
49402,0,1,0,0,0,0,,,,,
49403,0,1,0,0,0,0,,,,,
49404,0,0,0,0,0,0,,,,,
49405,0,0,0,0,0,0,,,,,
49406,1,1,0,0,0,1,,,,,
49407,1,1,0,1,0,1,,,,,
49408,1,2,1,1,0,1,,,,,
49409,1,1,1,1,0,1,,,,,
49410,1,1,1,1,0,1,,,,,
49411,1,1,0,1,0,1,,,,,
49412,1,1,0,1,0,0,,,,,
49413,1,1,0,1,0,0,,,,,
49414,1,1,0,1,0,0,,,,,
49415,1,1,0,1,0,0,,,,,
49416,1,2,0,1,0,0,,,,,
49417,1,2,0,1,0,0,,,,,
49418,2,2,0,1,0,2,,,,,
49419,2,2,0,2,0,2,,,,,
49420,2,2,2,2,0,2,,,,,
49421,2,2,2,1,0,2,,,,,
49422,2,2,2,2,0,2,,,,,
49423,2,2,2,2,0,2,,,,,
49424,2,2,0,1,0,2,,,,,
49425,0,2,0,1,0,2,,,,,
49426,0,2,0,1,0,1,,,,,
49427,1,1,0,1,0,1,,,,,
49428,1,1,2,1,0,1,,,,,
49429,1,1,2,1,0,1,,,,,
49430,0,1,2,1,0,1,,,,,
49431,1,1,2,1,0,1,,,,,
49432,1,1,1,1,0,1,,,,,
49433,1,1,1,1,0,1,,,,,
49434,1,1,1,1,0,1,,,,,
49435,1,1,1,1,0,2,,,,,
49436,1,1,1,1,0,2,,,,,
49437,1,1,1,1,0,2,,,,,
49438,1,1,1,1,0,1,,,,,
49439,1,1,1,1,0,1,,,,,
49440,1,1,1,1,0,1,,,,,
49441,1,1,1,1,0,1,,,,,
49442,1,1,1,1,0,1,,,,,
49443,1,1,1,1,0,1,,,,,
49444,1,1,1,1,0,1,,,,,
49445,1,1,1,1,0,1,,,,,
49446,1,1,1,1,0,1,,,,,
49447,1,1,1,1,0,1,,,,,
49448,1,1,1,1,0,1,,,,,
49449,1,1,1,1,0,1,,,,,
49450,1,1,1,1,0,1,,,,,
49451,1,1,1,1,0,1,,,,,
49452,1,1,1,1,0,1,,,,,
49453,1,1,1,1,0,1,,,,,
49454,1,1,1,1,0,1,,,,,
49455,1,1,1,1,0,1,,,,,
49456,1,1,1,1,0,1,,,,,
49457,1,1,1,1,0,1,,,,,
49458,1,1,1,1,0,1,,,,,
49459,1,1,1,1,0,1,,,,,
49460,1,1,1,1,0,1,,,,,
49461,1,1,1,1,0,1,,,,,
49462,1,1,1,1,0,1,,,,,
49463,1,1,1,1,0,1,,,,,
49464,1,1,1,1,0,1,,,,,
49465,1,1,1,1,0,1,,,,,
49466,1,1,1,1,0,2,,,,,
49467,1,1,1,1,0,2,,,,,
49468,1,1,2,1,2,2,,,,,
49469,1,1,2,1,0,2,,,,,
49470,2,1,2,1,0,2,,,,,
49471,2,1,2,1,0,2,,,,,
49472,2,1,2,1,0,2,,,,,
49473,2,1,2,1,0,2,,,,,
49474,2,1,2,2,0,2,,,,,
49475,2,1,2,2,0,2,,,,,
49476,2,1,2,2,0,2,,,,,
49477,2,1,2,2,0,2,,,,,
49478,2,2,2,2,0,2,,,,,
49479,2,2,2,2,0,2,,,,,
49480,2,2,2,2,0,2,,,,,
49481,2,2,0,2,0,2,,,,,
49482,2,2,2,2,0,2,,,,,
49483,0,2,2,1,0,2,,,,,
49484,0,2,2,1,0,2,,,,,
49485,0,2,2,1,0,2,,,,,
49486,0,2,2,1,0,2,,,,,
49487,0,2,2,1,0,2,,,,,
49488,0,0,2,1,0,0,,,,,
49489,0,0,1,1,0,1,,,,,
49490,1,0,1,1,0,1,,,,,
49491,1,1,1,1,0,1,,,,,
49492,1,1,1,1,0,1,,,,,
49493,1,1,1,1,0,1,,,,,
49494,1,1,1,1,0,1,,,,,
49495,1,1,1,1,0,1,,,,,
49496,1,1,1,1,0,1,,,,,
49497,1,1,1,1,0,1,,,,,
49498,1,1,1,1,0,1,,,,,
49499,1,1,1,1,0,1,,,,,
49500,1,1,1,1,0,1,,,,,
49501,1,1,1,1,0,1,,,,,
49502,1,1,1,1,0,1,,,,,
49503,1,1,2,1,0,1,,,,,
49504,1,1,1,1,0,1,,,,,
49505,1,1,1,1,0,1,,,,,
49506,1,1,1,1,0,1,,,,,
49507,1,1,1,1,0,1,,,,,
49508,1,1,1,1,0,1,,,,,
49509,1,1,1,1,0,1,,,,,
49510,1,1,1,1,0,1,,,,,
49511,1,1,1,1,0,1,,,,,
49512,1,2,1,1,0,1,,,,,
49513,1,2,2,1,0,0,,,,,
49514,1,2,2,1,0,0,,,,,
49515,1,2,2,0,0,2,,,,,
49516,1,2,2,0,0,2,,,,,
49517,2,2,2,0,0,2,,,,,
49518,2,2,2,0,0,2,,,,,
49519,2,2,2,0,0,2,,,,,
49520,2,2,2,0,0,0,,,,,
49521,0,2,2,0,0,0,,,,,
49522,0,0,2,0,0,0,,,,,
49523,2,2,2,0,0,0,,,,,
49524,2,2,2,0,0,0,,,,,
49525,2,2,2,0,0,0,,,,,
49526,0,2,2,0,0,0,,,,,
49527,0,0,2,0,0,0,,,,,
49528,0,2,2,0,0,0,,,,,
49529,0,2,2,0,0,0,,,,,
49530,0,2,2,0,0,0,,,,,
49531,1,2,2,0,0,0,,,,,
49532,1,2,2,0,0,0,,,,,
49533,1,2,2,0,0,0,,,,,
49534,1,1,2,0,0,0,,,,,
49535,0,0,2,0,0,0,,,,,
49536,1,0,2,0,0,0,,,,,
49537,1,0,2,0,0,0,,,,,
49538,1,0,2,0,0,0,,,,,
49539,0,0,2,0,0,0,,,,,
49540,1,0,2,0,0,0,,,,,
49541,0,0,0,0,0,0,,,,,
49542,0,0,0,0,0,0,,,,,
49543,0,0,0,0,0,0,,,,,
49544,0,1,0,0,0,0,,,,,
49545,0,1,0,0,0,0,,,,,
49546,0,1,0,0,0,0,,,,,
49547,0,1,0,0,0,0,,,,,
49548,0,1,0,0,0,0,,,,,
49549,0,1,2,0,0,0,,,,,
49550,2,1,2,0,0,0,,,,,
49551,1,0,2,0,0,0,,,,,
49552,0,0,2,0,0,0,,,,,
49553,0,0,2,0,0,0,,,,,
49554,0,0,0,0,0,0,,,,,
49555,0,0,0,0,0,0,,,,,
49556,0,0,0,0,0,0,,,,,
49557,0,0,0,0,0,0,,,,,
49558,0,0,0,0,0,0,,,,,
49559,0,0,0,0,0,0,,,,,
49560,0,1,0,0,0,0,,,,,
49561,0,2,0,0,0,0,,,,,
49562,1,1,0,0,0,0,,,,,
49563,1,2,0,0,0,1,,,,,
49564,2,2,0,0,0,1,,,,,
49565,2,2,0,0,0,1,,,,,
49566,2,2,2,2,0,1,,,,,
49567,2,2,2,0,0,1,,,,,
49568,2,2,2,0,0,1,,,,,
49569,2,2,2,0,0,1,,,,,
49570,2,2,2,0,0,0,,,,,
49571,0,1,2,0,0,0,,,,,
49572,0,1,2,0,0,0,,,,,
49573,2,0,2,0,0,0,,,,,
49574,0,0,2,0,0,0,,,,,
49575,0,0,1,0,0,0,,,,,
49576,1,0,1,0,0,0,,,,,
49577,1,0,1,0,0,0,,,,,
49578,1,0,1,0,0,0,,,,,
49579,1,1,1,0,0,1,,,,,
49580,1,1,1,0,0,1,,,,,
49581,1,1,1,1,0,1,,,,,
49582,1,1,1,1,0,1,,,,,
49583,1,1,1,1,0,1,,,,,
49584,1,1,1,1,0,1,,,,,
49585,1,1,1,1,0,1,,,,,
49586,1,0,1,1,0,1,,,,,
49587,1,0,1,1,0,1,,,,,
49588,1,0,1,1,0,1,,,,,
49589,1,0,1,1,0,1,,,,,
49590,0,0,0,0,0,0,,,,,
49591,0,0,0,0,0,0,,,,,
49592,0,0,0,0,0,0,,,,,
49593,0,0,0,0,0,0,,,,,
49594,0,0,0,0,0,0,,,,,
49595,0,0,0,0,0,0,,,,,
49596,0,1,0,0,0,0,,,,,
49597,0,0,0,0,0,0,,,,,
49598,0,0,0,0,0,0,,,,,
49599,0,1,2,0,0,2,,,,,
49600,2,1,2,0,0,2,,,,,
49601,0,1,2,0,0,0,,,,,
49602,1,1,0,0,0,0,,,,,
49603,1,1,0,0,0,0,,,,,
49604,1,2,0,0,0,0,,,,,
49605,1,1,0,0,0,0,,,,,
49606,1,2,2,0,0,0,,,,,
49607,1,1,2,1,0,1,,,,,
49608,1,1,0,1,0,1,,,,,
49609,1,1,0,1,0,1,,,,,
49610,1,1,1,1,0,1,,,,,
49611,1,1,1,1,0,1,,,,,
49612,1,1,1,1,0,1,,,,,
49613,1,1,1,1,0,1,,,,,
49614,1,1,1,1,0,1,,,,,
49615,1,1,1,1,0,1,,,,,
49616,1,1,1,1,0,1,,,,,
49617,1,1,1,1,0,1,,,,,
49618,1,1,1,1,0,1,,,,,
49619,1,1,1,1,0,1,,,,,
49620,1,1,1,1,0,1,,,,,
49621,1,1,1,1,0,1,,,,,
49622,1,1,1,1,0,1,,,,,
49623,1,1,1,1,0,1,,,,,
49624,1,1,1,1,0,1,,,,,
49625,1,1,1,1,0,1,,,,,
49626,1,1,1,1,0,1,,,,,
49627,1,1,1,1,0,1,,,,,
49628,1,1,1,1,0,1,,,,,
49629,1,1,1,1,0,1,,,,,
49630,1,1,1,1,0,1,,,,,
49631,1,1,1,1,0,1,,,,,
49632,1,1,1,1,0,1,,,,,
49633,1,1,1,1,0,1,,,,,
49634,1,1,1,1,0,1,,,,,
49635,1,1,1,1,0,1,,,,,
49636,1,1,1,1,0,1,,,,,
49637,1,1,1,1,0,1,,,,,
49638,1,1,1,1,0,1,,,,,
49639,1,1,1,1,0,1,,,,,
49640,1,1,1,1,0,1,,,,,
49641,0,1,0,0,0,0,,,,,
49642,0,1,0,0,0,0,,,,,
49643,0,0,0,0,0,0,,,,,
49644,0,0,0,0,0,0,,,,,
49645,0,0,0,0,0,0,,,,,
49646,0,0,0,0,0,0,,,,,
49647,0,0,0,0,0,0,,,,,
49648,0,0,0,0,0,0,,,,,
49649,0,0,0,0,0,0,,,,,
49650,0,0,0,0,0,0,,,,,
49651,0,0,0,0,0,0,,,,,
49652,0,0,0,0,0,0,,,,,
49653,0,0,0,1,0,0,,,,,
49654,0,1,1,1,0,1,,,,,
49655,1,1,1,1,0,1,,,,,
49656,0,1,1,1,0,1,,,,,
49657,0,1,1,1,0,1,,,,,
49658,0,1,1,1,0,1,,,,,
49659,0,1,1,1,0,1,,,,,
49660,0,1,1,1,0,1,,,,,
49661,0,1,1,1,0,1,,,,,
49662,0,1,1,1,0,1,,,,,
49663,0,1,1,1,0,1,,,,,
49664,0,1,1,1,0,1,,,,,
49665,2,1,1,1,0,1,,,,,
49666,1,1,1,1,0,1,,,,,
49667,0,1,1,1,0,1,,,,,
49668,0,1,1,1,0,1,,,,,
49669,0,1,1,1,0,1,,,,,
49670,0,1,1,1,0,1,,,,,
49671,0,1,1,1,0,1,,,,,
49672,0,1,1,1,0,1,,,,,
49673,0,1,1,1,0,1,,,,,
49674,0,0,1,1,0,1,,,,,
49675,0,0,2,0,0,1,,,,,
49676,0,0,2,0,0,1,,,,,
49677,0,0,2,0,0,2,,,,,
49678,0,0,2,0,0,2,,,,,
49679,0,0,2,0,0,2,,,,,
49680,0,0,2,0,0,2,,,,,
49681,0,0,2,0,0,2,,,,,
49682,0,0,2,0,0,2,,,,,
49683,0,0,2,0,0,2,,,,,
49684,0,0,0,0,0,2,,,,,
49685,2,0,0,0,0,2,,,,,
49686,2,0,0,0,0,0,,,,,
49687,0,0,0,0,0,0,,,,,
49688,0,0,0,0,0,0,,,,,
49689,0,0,0,0,0,0,,,,,
49690,0,0,0,0,0,0,,,,,
49691,0,1,0,0,0,0,,,,,
49692,0,1,1,0,0,0,,,,,
49693,0,1,1,0,0,0,,,,,
49694,0,0,1,0,0,0,,,,,
49695,0,0,0,0,0,0,,,,,
49696,0,0,0,0,0,0,,,,,
49697,0,0,0,0,0,0,,,,,
49698,0,0,0,0,0,0,,,,,
49699,0,0,0,0,0,0,,,,,
49700,0,0,0,0,0,0,,,,,
49701,0,0,0,0,0,0,,,,,
49702,0,0,0,0,0,0,,,,,
49703,0,0,0,0,0,0,,,,,
49704,0,0,0,0,0,0,,,,,
49705,0,0,0,0,0,0,,,,,
49706,0,0,0,0,0,0,,,,,
49707,0,0,0,0,0,0,,,,,
49708,0,0,0,0,0,0,,,,,
49709,0,0,0,0,0,0,,,,,
49710,0,0,0,0,0,0,,,,,
49711,0,2,0,0,0,0,,,,,
49712,0,2,0,0,0,0,,,,,
49713,0,0,0,0,0,0,,,,,
49714,0,0,2,0,0,0,,,,,
49715,0,0,2,0,0,0,,,,,
49716,0,0,2,0,0,0,,,,,
49717,0,0,2,0,0,1,,,,,
49718,0,0,2,0,0,0,,,,,
49719,2,0,2,0,0,1,,,,,
49720,2,0,2,0,0,1,,,,,
49721,2,0,2,0,0,0,,,,,
49722,2,1,2,0,2,0,,,,,
49723,0,1,2,0,0,0,,,,,
49724,0,0,2,0,2,0,,,,,
49725,0,0,0,0,0,0,,,,,
49726,0,0,0,0,0,0,,,,,
49727,0,0,0,0,0,0,,,,,
49728,0,0,0,0,2,0,,,,,
49729,0,0,1,0,2,0,,,,,
49730,0,2,1,0,0,0,,,,,
49731,0,2,1,0,2,0,,,,,
49732,1,2,1,0,0,0,,,,,
49733,1,2,1,1,0,0,,,,,
49734,2,2,1,1,0,0,,,,,
49735,1,2,1,1,0,1,,,,,
49736,1,1,0,0,2,1,,,,,
49737,1,1,1,0,0,1,,,,,
49738,1,1,0,1,2,1,,,,,
49739,1,1,0,0,2,1,,,,,
49740,1,1,1,0,0,2,,,,,
49741,2,0,1,1,0,2,,,,,
49742,0,0,1,2,0,2,,,,,
49743,0,0,1,0,0,2,,,,,
49744,0,0,1,2,2,2,,,,,
49745,0,0,2,0,0,2,,,,,
49746,0,1,1,1,0,2,,,,,
49747,0,1,1,1,0,2,,,,,
49748,0,0,1,1,0,2,,,,,
49749,0,0,1,1,0,2,,,,,
49750,0,1,1,1,0,2,,,,,
49751,0,1,2,2,0,2,,,,,
49752,2,2,2,2,0,2,,,,,
49753,2,2,1,1,0,2,,,,,
49754,2,2,2,1,0,2,,,,,
49755,1,0,2,0,0,2,,,,,
49756,1,2,2,2,0,2,,,,,
49757,1,2,2,1,0,2,,,,,
49758,1,1,2,1,0,2,,,,,
49759,1,2,2,1,0,2,,,,,
49760,1,2,2,1,0,1,,,,,
49761,1,1,2,1,0,1,,,,,
49762,1,1,2,1,0,1,,,,,
49763,1,1,1,1,0,1,,,,,
49764,1,1,1,1,0,1,,,,,
49765,1,1,1,1,0,1,,,,,
49766,1,1,1,1,0,1,,,,,
49767,1,1,1,1,0,1,,,,,
49768,1,1,1,1,0,1,,,,,
49769,1,1,1,1,0,1,,,,,
49770,1,1,1,1,0,1,,,,,
49771,1,1,1,1,0,1,,,,,
49772,1,1,1,1,0,1,,,,,
49773,1,1,1,1,0,1,,,,,
49774,1,1,1,1,0,1,,,,,
49775,1,1,1,1,0,1,,,,,
49776,1,1,1,1,0,1,,,,,
49777,1,1,1,1,0,1,,,,,
49778,1,1,1,1,0,1,,,,,
49779,1,1,1,1,0,1,,,,,
49780,1,1,1,1,0,1,,,,,
49781,1,1,1,1,0,1,,,,,
49782,1,1,1,1,0,1,,,,,
49783,1,1,1,1,0,1,,,,,
49784,1,1,1,1,0,1,,,,,
49785,1,1,1,1,0,1,,,,,
49786,1,1,1,1,0,1,,,,,
49787,1,1,1,1,0,1,,,,,
49788,1,1,1,1,0,1,,,,,
49789,1,1,1,1,0,1,,,,,
49790,1,1,1,1,0,1,,,,,
49791,1,1,1,1,0,1,,,,,
49792,1,0,1,1,0,1,,,,,
49793,1,0,1,1,0,1,,,,,
49794,1,0,1,1,0,1,,,,,
49795,1,0,1,1,0,1,,,,,
49796,0,0,1,1,0,1,,,,,
49797,0,0,1,1,0,1,,,,,
49798,0,0,1,1,0,1,,,,,
49799,0,0,1,1,0,1,,,,,
49800,0,0,1,1,0,1,,,,,
49801,1,2,1,1,0,1,,,,,
49802,1,2,1,1,0,1,,,,,
49803,1,2,1,1,0,1,,,,,
49804,1,1,1,1,0,1,,,,,
49805,1,1,1,1,0,1,,,,,
49806,1,1,1,1,0,1,,,,,
49807,1,1,1,1,0,1,,,,,
49808,1,1,1,1,0,1,,,,,
49809,1,1,1,1,0,1,,,,,
49810,1,1,1,1,0,1,,,,,
49811,1,1,1,1,0,1,,,,,
49812,1,1,1,1,0,1,,,,,
49813,1,1,1,1,0,1,,,,,
49814,1,1,1,1,0,1,,,,,
49815,1,1,1,1,0,1,,,,,
49816,1,1,1,1,0,1,,,,,
49817,1,1,1,1,0,1,,,,,
49818,0,0,0,1,0,1,,,,,
49819,0,0,0,0,0,1,,,,,
49820,0,0,0,0,0,0,,,,,
49821,0,0,0,0,0,0,,,,,
49822,0,0,0,0,0,0,,,,,
49823,0,0,0,0,0,0,,,,,
49824,0,0,0,0,0,0,,,,,
49825,0,0,0,0,0,0,,,,,
49826,0,0,0,0,0,0,,,,,
49827,0,0,0,0,0,0,,,,,
49828,0,0,2,0,0,0,,,,,
49829,0,0,2,0,0,0,,,,,
49830,0,0,2,0,0,0,,,,,
49831,0,1,2,0,0,0,,,,,
49832,2,1,2,0,0,0,,,,,
49833,0,2,2,0,0,0,,,,,
49834,0,1,0,0,0,0,,,,,
49835,0,0,0,0,0,0,,,,,
49836,0,0,0,0,0,0,,,,,
49837,0,0,0,0,0,0,,,,,
49838,0,0,1,0,0,0,,,,,
49839,0,1,1,0,0,0,,,,,
49840,0,1,1,0,0,0,,,,,
49841,1,1,1,1,0,0,,,,,
49842,0,2,2,2,0,0,,,,,
49843,2,2,2,2,0,0,,,,,
49844,2,2,2,2,0,0,,,,,
49845,2,2,2,2,0,0,,,,,
49846,2,2,2,2,0,2,,,,,
49847,2,2,2,2,0,2,,,,,
49848,2,2,2,2,0,2,,,,,
49849,2,2,2,2,0,2,,,,,
49850,2,2,2,2,0,2,,,,,
49851,0,0,2,2,0,0,,,,,
49852,0,0,1,2,0,0,,,,,
49853,0,0,1,2,0,0,,,,,
49854,0,0,1,2,0,0,,,,,
49855,0,0,1,2,0,0,,,,,
49856,0,0,1,2,0,0,,,,,
49857,0,0,1,2,0,0,,,,,
49858,0,0,1,2,0,0,,,,,
49859,0,0,2,2,0,0,,,,,
49860,0,2,2,2,0,2,,,,,
49861,0,2,2,2,0,2,,,,,
49862,2,2,2,2,0,2,,,,,
49863,2,2,2,2,0,2,,,,,
49864,2,2,2,2,0,2,,,,,
49865,2,2,2,2,0,2,,,,,
49866,2,2,2,2,0,2,,,,,
49867,2,2,2,2,0,2,,,,,
49868,2,2,2,2,0,2,,,,,
49869,2,2,2,2,0,2,,,,,
49870,2,2,2,2,0,2,,,,,
49871,2,2,2,2,0,2,,,,,
49872,2,2,2,2,0,2,,,,,
49873,2,2,2,2,0,2,,,,,
49874,2,2,2,2,0,2,,,,,
49875,2,2,2,2,0,2,,,,,
49876,2,2,2,2,0,2,,,,,
49877,2,2,2,2,0,2,,,,,
49878,2,2,2,2,0,2,,,,,
49879,2,2,2,2,0,2,,,,,
49880,2,2,2,2,0,2,,,,,
49881,2,0,2,2,0,2,,,,,
49882,2,2,2,2,0,2,,,,,
49883,2,2,2,2,0,2,,,,,
49884,2,2,2,2,0,2,,,,,
49885,2,1,2,2,0,2,,,,,
49886,1,1,2,2,0,1,,,,,
49887,2,1,2,2,0,1,,,,,
49888,1,1,1,2,0,1,,,,,
49889,1,1,1,2,0,1,,,,,
49890,1,1,1,0,0,1,,,,,
49891,1,1,1,0,0,1,,,,,
49892,1,1,1,0,0,1,,,,,
49893,1,1,1,1,0,1,,,,,
49894,1,1,1,1,0,1,,,,,
49895,1,1,1,1,0,1,,,,,
49896,1,1,1,0,0,1,,,,,
49897,1,1,1,1,0,1,,,,,
49898,1,1,1,1,0,1,,,,,
49899,1,1,1,0,0,1,,,,,
49900,1,1,0,0,0,1,,,,,
49901,1,1,0,1,0,1,,,,,
49902,1,1,0,1,0,1,,,,,
49903,1,1,0,0,0,1,,,,,
49904,1,1,0,1,0,1,,,,,
49905,1,1,0,2,0,1,,,,,
49906,1,1,0,1,0,1,,,,,
49907,1,1,0,1,0,1,,,,,
49908,1,1,0,2,0,1,,,,,
49909,1,1,0,2,0,1,,,,,
49910,1,1,0,0,0,0,,,,,
49911,1,1,0,0,0,0,,,,,
49912,1,1,0,0,0,0,,,,,
49913,1,1,0,2,0,0,,,,,
49914,1,1,0,2,0,1,,,,,
49915,1,1,0,0,0,1,,,,,
49916,0,0,0,0,0,0,,,,,
49917,0,0,0,0,0,0,,,,,
49918,0,0,0,2,0,0,,,,,
49919,0,0,0,0,0,0,,,,,
49920,0,0,0,0,0,0,,,,,
49921,0,0,0,0,0,0,,,,,
49922,2,0,0,0,0,0,,,,,
49923,2,0,0,0,0,0,,,,,
49924,0,0,0,0,0,0,,,,,
49925,2,2,0,0,0,0,,,,,
49926,2,2,2,0,0,2,,,,,
49927,2,1,2,0,0,2,,,,,
49928,0,1,0,0,0,2,,,,,
49929,2,1,0,0,0,0,,,,,
49930,2,1,0,0,0,0,,,,,
49931,1,1,0,0,0,0,,,,,
49932,1,1,0,0,0,1,,,,,
49933,1,1,0,1,0,1,,,,,
49934,1,1,0,1,0,1,,,,,
49935,1,1,0,1,0,1,,,,,
